drug_id	drug_name	rxnorm_id	drugbank_id	chebi_id
903031	tiopronin	6765	DB06823	32229
19006877	Uracil	10995	DB03419	17568
43012518	bedaquiline	1364504	DB08903	72292
702865	Meprobamate	6760	DB00371	6761
43525869	Thymidine	1372538	DB04485	17748
19018980	bromopride	19768	DB09018	95304
19077884	Sodium Acetate	56443	DB09395	32954
19029555	acetophenazine	16735	DB01063	2401
1782521	isoniazid	6038	DB00951	6030
1759455	Pyrazinamide	8987	DB00339	45285
1763204	Rifampin	9384	DB01045	71365
40161662	besifloxacin	819911	DB06771	135622
1314955	Bilberry extract	125929	DB14235	\N
930604	aluminum acetate	17609	DB14518	\N
1396131	ferrous sulfate	24947	DB13257	75832
1396012	ferrous gluconate	24942	DB14488	\N
19072857	Cefonicid	2183	DB01328	3491
1771162	Cefazolin	2180	DB01327	474053
40161960	pecan pollen extract	852272	DB10555	\N
1774470	Cefotaxime	2186	DB00493	204928
1773402	Cefoperazone	2184	DB01329	3493
943191	tyloxapol	38998	DB06439	\N
1130863	Brompheniramine	1767	DB00835	3183
19051271	Cefotiam	2188	DB00229	355510
19066433	MILK THISTLE SEED EXTRACT	259274	DB14375	\N
43013024	apixaban	1364430	DB06605	72296
1715315	nitazoxanide	31819	DB00507	94807
1597756	glimepiride	25789	DB00222	5383
19045272	Miglustat	402316	DB00419	50381
40183759	HEPTANOIC ACID	991260	DB02938	45571
743670	venlafaxine	39786	DB00285	9943
40226742	olmesartan	321064	DB00275	48416
19006586	rufinamide	69036	DB06201	134966
1736999	tipranavir	190548	DB00932	63628
19008870	mandelic acid	29256	DB13218	35825
1741122	tazobactam	37617	DB01606	9421
1746114	Piperacillin	8339	DB00319	8232
19026274	p-Hydroxyamphetamine	7839	DB09352	103855
939259	Budesonide	19831	DB01222	3207
19018434	alpha-ketoglutaric acid	17511	DB08845	30915
40167554	pazopanib	714438	DB06589	71219
19096506	flubendazole	25096	DB08974	77095
19005629	Trimethadione	10827	DB00347	9727
19129274	reviparin	75960	DB09259	\N
970250	Spironolactone	9997	DB00421	9241
1308216	Lisinopril	29046	DB00722	43755
19068028	glycol salicylate	26051	DB11323	86541
978577	Mineral Oil, Light	577312	DB11579	\N
19033354	Petrolatum	8091	DB11058	\N
950637	Tacrolimus	42316	DB00864	61049
1116031	zolmitriptan	135775	DB00315	10124
19136429	Sulfamethazine	10178	DB01582	102265
1340128	Captopril	1998	DB01197	3380
19120306	tranilast	57330	DB07615	77572
40225722	ulipristal	1005921	DB08867	71025
1759842	Clavulanate	48203	DB00766	48947
1836391	Sulfadiazine	10171	DB00359	9328
19000818	Sulfadimethoxine	10172	DB06150	32161
1836410	Sulfadoxine	10173	DB01299	9329
19136423	Sulfalene	10175	DB00664	32162
19136426	Sulfamerazine	10176	DB01581	102130
19050863	clobutinol	21247	DB09004	94381
1713930	Nafcillin	7233	DB00607	7447
1636780	Testosterone	10379	DB00624	17347
43560324	dalotuzumab	1432293	DB11840	\N
1114122	Nalbuphine	7238	DB00844	7454
950882	clocortolone	21249	DB00838	59582
40161669	canakinumab	853491	DB06168	\N
19042155	tolfenamic acid	38377	DB09216	32243
44816322	Fatty Acids, Omega-6	1495153	DB13168	\N
932745	Bumetanide	1808	DB00887	3213
904639	Trichlormethiazide	10772	DB01021	9683
19091101	DOBESILIC ACID	235935	DB13529	71157
1353228	Vitamin B6	42954	DB00165	16709
19056402	amphotericin B liposomal	236594	DB00681	2682
19020002	Vigabatrin	14851	DB01080	63638
19093225	pipamperone	33739	DB09286	78549
935529	Benoxinate	18889	DB00892	309594
571187	OspA protein	54214	DB00045	\N
1716721	gemifloxacin	138099	DB01155	101853
45776147	oritavancin	1547611	DB04911	82699
19066891	Silicon	9774	DB12982	27573
700465	Thiothixene	10510	DB01623	9571
19066865	Silicon Dioxide	9771	DB11132	30563
19042692	triclofos	38610	DB06753	9695
40231459	Panthenol	1044977	DB11204	27373
1517070	desmopressin	3251	DB00035	4450
1351115	coenzyme Q10	21406	DB09270	46245
920458	Betamethasone	1514	DB00443	3077
43531944	Influenza B virus vaccine, B-Massachusetts-2-2012-like virus	1427022	DB14605	\N
42873918	Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus	1303851	DB14382	\N
1137460	Salsalate	36108	DB01399	9014
43560354	levomilnacipran	1433212	DB08918	136040
42899412	Magnesium Ascorbate	1311396	DB14484	\N
1515774	norgestimate	31994	DB00957	50815
19022533	Bethanidine	1523	DB00217	37937
924939	Bisacodyl	1596	DB09020	3125
42898435	Alcloxa	1305554	DB11205	\N
1836503	Sulfisoxazole	10207	DB00263	102484
1236493	Sulfinpyrazone	10205	DB01138	9342
938205	Camphor	1952	DB01744	15396
923540	phenol	33290	DB03255	15882
966376	Allantoin	508	DB11100	15676
923840	Dibucaine	3339	DB00527	247956
19097867	calcium glubionate	25806	DB13142	\N
43532113	Parathyroid Hormone	1427222	DB05829	\N
929698	boric acid	1700	DB11326	33118
1036487	sulfathiazole	10193	DB06147	9337
19010868	abarelix	301739	DB00106	337298
1188052	dexbrompheniramine	22696	DB00405	59269
19009540	Vitamin E	11256	DB00163	18145
916802	Benzethonium	1390	DB11125	94725
45892847	edoxaban	1599538	DB09075	85973
42903868	Flavin-Adenine Dinucleotide	1314412	DB03147	16238
19100985	panitumumab	263034	DB01269	\N
42874246	icosapent ethyl	1304974	DB08887	80366
19135788	Potassium Permanganate	8604	DB13831	\N
1708880	Minocycline	6980	DB01017	50694
44507676	obinutuzumab	974779	DB08935	\N
906914	Urea	11002	DB03904	16199
45892906	C1 esterase inhibitor	1599832	DB06404	\N
19049410	chloroprocaine	20859	DB01161	3636
1189596	dihydrocodeine	23088	DB01551	135276
1338005	Bisoprolol	19484	DB00612	3127
1140123	acrivastine	19959	DB09488	83168
19010955	Cysteine	3024	DB00151	17561
19010496	Xylitol	11377	DB11195	17151
19069022	Sodium Fluoride	9873	DB09325	28741
1236607	Sulindac	10237	DB00605	9352
1747032	grepafloxacin	83719	DB00365	5543
19052736	Proline	8737	DB00172	17203
19113052	Almitrine	528	DB01430	53778
948515	Polyethylene Glycols	8516	DB09287	\N
19131663	Perazine	8042	DB12710	59118
948487	polyethylene glycol 300	8513	DB11161	\N
19100575	theanine	38022	DB12444	58128
1301152	Melatonin	6711	DB01065	16796
732309	Pergolide	8047	DB01186	63617
19125201	Pristinamycin	66958	DB13704	\N
19054670	Ferrous Ascorbate	4356	DB14490	\N
1334456	Ramipril	35296	DB00178	8774
1353776	Felodipine	4316	DB01023	585948
1362979	dofetilide	49247	DB00204	4681
740560	Carbidopa	2019	DB00190	39585
782211	entacapone	60307	DB00494	4798
19042191	tolrestat	38386	DB02383	48549
19003472	Rabbit anti-human T-lymphocyte globulin	107044	DB00098	\N
19069046	omacetaxine mepesuccinate	27100	DB04865	71019
1186087	abatacept	614391	DB01281	\N
19010927	conivaptan	302285	DB00872	681850
1114220	Naloxone	7242	DB01183	7459
1753745	Albendazole	430	DB00518	16664
966991	Simethicone	9796	DB09512	\N
919839	Arnica extract	144377	DB14343	\N
724394	Orphenadrine	7715	DB01173	7789
969276	crotamiton	21766	DB00265	\N
42903460	regorafenib	1312397	DB08896	68647
1529331	Acarbose	16681	DB00284	2376
947705	podofilox	8463	DB01179	50305
19071160	Perflutren	283753	DB00556	31980
19038536	raltitrexed	196239	DB00293	5847
1389780	methylsulfonylmethane	23247	DB14090	9349
42900250	enzalutamide	1307298	DB08899	68534
19041222	Phloroglucinol	8196	DB12944	16204
19134009	Pirinitramide	8354	DB12492	135699
19065814	grape extract	253172	DB10533	\N
596876	Hepatitis A Vaccine, Inactivated	253174	DB10989	\N
19011126	gemeprost	12449	DB08964	135626
978555	Indapamide	5764	DB00808	5893
543291	varicella-zoster immune globulin	39385	DB11621	\N
19098741	Levobupivacaine	259453	DB01002	6149
1107830	Loratadine	28889	DB00455	6538
45892558	dasabuvir	1597381	DB09183	85182
731533	dexmethylphenidate	352372	DB06701	51860
1789276	gatifloxacin	228476	DB01044	5280
1731597	drotrecogin alfa	352374	DB00055	\N
1346686	eprosartan	83515	DB00876	4814
1306905	Passion flower extract	285159	DB13974	\N
1118045	oxaprozin	32613	DB00991	7822
19010015	Cyclopenthiazide	3000	DB13532	91686
991382	Amiloride	644	DB00594	2639
19007803	lofexidine	28863	DB04948	51368
19039926	dexlansoprazole	816346	DB05351	135931
19025194	methyl 5-aminolevulinate	337068	DB00992	724125
19113058	moxaverine	52918	DB12251	135307
959362	Gentian Violet	4778	DB00406	77181
702685	Mephobarbital	6758	DB00849	6758
702774	Mepivacaine	6759	DB00961	6759
19050484	Etidocaine	4171	DB08987	4904
19012925	silodosin	720825	DB06207	135929
1394023	nilotinib	662281	DB04868	52172
1159811	Pyrilamine	9009	DB06691	6762
46221435	panobinostat	1603350	DB06603	85990
1102527	Meperidine	6754	DB00454	6754
19002662	Mephenesin	6755	DB13583	94398
43526934	RADIUM CHLORIDE RA-223	1424174	DB08913	74895
19086176	BCG, Live, Tice Strain	221050	DB10343	\N
970011	Sorbitol	9945	DB01638	17924
19001904	cefpirome	27130	DB13682	3503
19036731	benzthiazide	19008	DB00562	3047
1311276	vardenafil	306674	DB00862	46295
19030675	aluminum phosphate	17618	DB14517	\N
19067971	MAGNESIUM GLUCONATE	52358	DB13749	\N
836715	Temazepam	10355	DB00231	9435
967861	magnesium citrate	52356	DB11110	131391
19011339	mosapride	135091	DB11675	94373
903643	Tretinoin	10753	DB00755	15367
997881	Clindamycin	2582	DB01190	3745
1318137	Nicardipine	7396	DB00622	7550
19057483	Aclarubicin	239	DB11617	74619
1196677	formoterol	25255	DB00983	63082
19106287	Vitamin K 2	42781	DB15381	\N
19043191	tulobuterol	38967	DB12248	93856
45776944	idelalisib	1544460	DB09054	82701
43526465	canagliflozin	1373458	DB08907	73274
987009	Trichloroacetate	618564	DB11152	\N
19095028	Chlorquinaldol	2407	DB13306	74500
19090984	armodafinil	641465	DB06413	77590
1319133	Nimodipine	7426	DB00393	7575
19052059	Aspartate	42543	DB00128	17053
42900341	aloe vera leaf extract	1306128	DB13906	\N
1524674	zoledronic acid	77655	DB00399	46557
980478	Inulin	5924	DB00638	15443
705755	Trimipramine	10834	DB00726	9738
1380472	Intrinsic factor	5920	DB09349	\N
19069075	hydroquinidine	27220	DB15300	\N
19002230	hydrotalcite	27221	DB13322	\N
19080542	Iodamide	5928	DB08948	31703
1345858	Pindolol	8332	DB00960	8214
949459	chloroxylenol	20877	DB11121	34393
949453	chloroxine	20875	DB01243	59477
1319998	Acebutolol	149	DB01193	2379
19056465	Fluspirilene	4507	DB04842	93369
756349	Flurazepam	4501	DB00690	5128
956266	Flurandrenolide	4500	DB00846	5127
45776670	belinostat	1543543	DB05015	61076
950098	ciclopirox	21090	DB01188	453011
925952	Oxytetracycline	7821	DB00595	27701
1356461	Flutamide	4508	DB00499	5132
19056480	CALCIUM SACCHARATE	236693	DB13962	\N
19029398	acemetacin	16695	DB13783	31162
1586640	nitisinone	61805	DB00348	50378
790253	clorazepate	2353	DB00628	3761
19045045	Ergocalciferol	4018	DB00153	28934
19078460	tixocortol	57257	DB09091	63560
19096710	CHYMOTRYPSIN	2530	DB09375	\N
778474	tizanidine	57258	DB00697	63629
1736887	linezolid	190376	DB00601	63607
43532213	Uric Acid	1427088	DB08844	17775
19126937	NADH	7222	DB00157	16908
19003953	Rocuronium	68139	DB00728	8884
1313200	Nadolol	7226	DB01203	7444
1303425	Tranexamic Acid	10691	DB00302	48669
19126622	Moxalactam	7069	DB04570	599928
40241205	azficel-T	1114112	DB11051	\N
19095002	Chlorprothixene	2406	DB01239	50931
1163570	Aurothioglucose	4980	DB09121	2930
1594973	Chlorpropamide	2404	DB00672	3650
1341149	temozolomide	37776	DB00853	72564
44506794	bazedoxifene	1441386	DB06401	135947
794852	Chlorpromazine	2403	DB00477	3647
19121338	Tocotrienols	578285	DB12647	\N
19015523	bendamustine	134547	DB06769	135515
19095043	Chlortetracycline	2408	DB09093	27644
19009676	molgramostim	70161	DB12525	\N
40172543	spinosad	299081	DB08823	39211
40166616	nattokinase	53553	DB15329	\N
19086712	Peppermint oil	33094	DB11198	\N
919986	apraclonidine	14845	DB00964	2788
19025198	pinaverium	33724	DB09090	135811
40162087	sweet vernal grass pollen extract	851898	DB10404	\N
1300673	Thrombin	10528	DB11300	\N
19101457	triclocarban	38609	DB11155	48347
1143374	Ephedrine	3966	DB01364	15407
947416	tazarotene	83947	DB00799	32184
910232	Cyclopentolate	3001	DB00979	4024
19135812	Prothionamide	8871	DB12667	32066
19059817	Pyridoxal	9002	DB00147	17310
19017074	Deslanoside	3248	DB01078	31468
42873636	mirabegron	1300786	DB08893	65349
717136	Neostigmine	7315	DB01400	7514
716968	Desipramine	3247	DB01151	47781
19033280	Buserelin	1825	DB06719	\N
1537655	salmon calcitonin	36118	DB00017	\N
19095164	Cholecalciferol	2418	DB00169	28940
19092061	ZINC CITRATE	236911	DB11154	\N
42898681	Chlorogenic acid	1311387	DB12029	16112
19056802	alpha Tocopherol	237099	DB00163	18145
40241186	Ticagrelor	1116632	DB08816	68558
1776430	Hydrogen Peroxide	5499	DB11091	16240
19136626	Sulpiride	10239	DB00391	32168
19076389	Hydrogen	5497	DB15127	\N
1525746	agalsidase beta	338817	DB00103	\N
1344143	Albumin Human, USP	828529	DB00062	\N
1763339	Rimantadine	9386	DB00478	94440
1000632	Clotrimazole	2623	DB00257	3764
45892419	Gentamicin	1596450	DB00798	17833
42801287	pertuzumab	1298944	DB06366	\N
40168516	Agkistrodon piscivorus antivenin	885183	DB13894	\N
42899326	Magnesium silicate	1310566	DB13249	\N
1718054	Caspofungin	140108	DB00520	474180
1545958	atorvastatin	83367	DB01076	39548
734275	Phenobarbital	8134	DB01174	8069
19033634	artemether	18343	DB06697	195280
19007693	Vanadium	11121	DB13971	27698
1707687	Vancomycin	11124	DB00512	28001
19018511	artesunate	18346	DB09274	63918
724816	Oxazepam	7781	DB00842	7823
1110727	Cyproheptadine	3013	DB00434	4046
1717963	ertapenem	325642	DB00303	404903
951279	Prilocaine	8686	DB00750	8404
934262	balsalazide	18747	DB01014	267413
1436169	Antithrombin III	1009	DB11598	\N
733523	rivastigmine	183379	DB00989	8874
19052317	Proflavine	8723	DB01123	8452
45892722	finafloxacin	1598641	DB09047	85176
1114771	Auranofin	1227	DB00995	2922
19032359	Perhexiline	8050	DB01074	35553
40226579	fingolimod	1012892	DB08868	63115
19088167	Ambroxol	625	DB06742	135590
715710	rasagiline	134748	DB01367	63620
19050554	Etretinate	4182	DB00926	4913
19091486	doxacurium	23651	DB01135	59819
19050560	Eugenol	4186	DB09086	4917
19092377	Lysine	6536	DB00123	18019
1780601	Iodine	5933	DB05382	17606
19069873	Sodium Iodide	9884	DB11119	33167
1304044	fulvestrant	282357	DB00947	31638
19044337	Physostigmine	8299	DB00981	27953
1525215	pioglitazone	33738	DB01132	8228
40242675	crizotinib	1148495	DB08865	64310
1554072	Propylthiouracil	8794	DB00550	8502
1338558	SAMARIUM Sm153	196342	DB12905	\N
961304	Shark liver oil	91472	DB11088	\N
1750087	Povidone-Iodine	8611	DB06812	8347
950056	Povidone	8610	DB11061	\N
950435	Citric Acid	21183	DB04272	30769
939506	Sodium Bicarbonate	36676	DB01390	32139
40173184	Levosimendan	73107	DB00922	50567
1596779	synthetic conjugated estrogens, A	253166	DB09317	\N
42900329	avocado oil	1311611	DB10504	\N
40242044	icatibant	1148138	DB06196	68564
19019317	pantethine	32863	DB11190	31959
954688	latanoprost	43611	DB00654	6384
1362225	Reserpine	9260	DB00206	28487
19090767	Linseed Oil	6404	DB11357	\N
1518254	Dexamethasone	3264	DB01234	41879
915981	Neomycin	7299	DB00994	7507
19011951	Debrisoquin	3118	DB04840	34665
1201620	Codeine	2670	DB00318	16714
740910	Phenytoin	8183	DB00252	8107
1325124	Dicumarol	1598	DB00266	4513
544411	rabies virus vaccine flury-lep strain	830457	DB10283	\N
19137312	Thiamine	10454	DB00152	18385
40239056	abiraterone	1100072	DB05812	68642
19007977	lormetazepam	28894	DB13872	52993
19017671	Ginseng Preparation	325526	DB01404	\N
19086622	dapiprazole	22298	DB00298	51066
1786617	Daptomycin	22299	DB00080	600103
19016749	remifentanil	73032	DB00899	8802
1400959	guanadrel	26296	DB00226	5555
19050414	Ethylmorphine	4166	DB01466	4902
977968	sodium citrate	56466	DB09154	53258
19050387	Ethylestrenol	4162	DB01493	31578
19008276	parnaparin	69528	DB09260	\N
1517998	Pramlintide	139953	DB01278	135922
19050419	Etilefrine	4169	DB08985	91518
19096133	ferrous succinate	24946	DB14489	\N
1367268	irinotecan	51499	DB00762	80630
44816294	apremilast	1492727	DB05676	78540
1105775	Aminophylline	689	DB01223	2659
1521987	Teriparatide	32915	DB06285	\N
937439	Bethanechol	19257	DB01019	3084
19018403	racecadotril	16738	DB11696	91508
19115051	risedronic acid	55685	DB00884	8869
19056874	Dexketoprofen	237162	DB09214	76128
977421	rimexolone	55681	DB00896	135566
913782	tolterodine	119565	DB01036	9622
1786842	Cephradine	2239	DB01333	3547
19086790	Cephapirin	2238	DB01139	554446
19078219	Sufentanil	56795	DB00708	9316
1786621	Cephalexin	2231	DB00567	3534
19052683	Cephaloridine	2233	DB09008	3537
19086759	Cephalothin	2236	DB00456	124991
19005626	Trimetazidine	10826	DB09069	94789
19080817	Iodipamide	5936	DB04711	31176
905531	Metipranolol	10824	DB01214	6897
19005570	Trimeprazine	10825	DB01246	9725
904351	Aminolevulinic Acid	683	DB00855	17549
1774932	Cefotetan	2187	DB01330	3499
43531992	Ioflupane I-123	1426874	DB08824	68855
754270	Protriptyline	8886	DB00344	8597
19005658	Trimethaphan	10828	DB01116	9728
19025925	Oxyphenbutazone	7816	DB03585	76258
1125765	Oxymorphone	7814	DB01192	7865
925636	Oxymetazoline	7812	DB00935	7862
1525741	Oxymetholone	7813	DB06412	7864
40238770	boceprevir	1102129	DB08873	68621
19025928	Oxyphenonium	7818	DB00219	94329
19066747	Halothane	5095	DB01159	5615
956691	Fructose	4570	DB04173	43703
1552929	Etidronate	42682	DB01077	4907
938061	selenium sulfide	36345	DB00971	135934
19038024	Selenious Acid	36344	DB11127	26642
1775741	Cefoxitin	2189	DB01331	209807
915935	Pimecrolimus	321952	DB00337	135888
19096683	Chymopapain	2525	DB06752	\N
40166020	rimabotulinumtoxinB	860178	DB00042	\N
19095309	Cholestyramine Resin	2447	DB01432	\N
1351541	Leuprolide	42375	DB00007	6427
19029393	aceclofenac	16689	DB06736	31159
43560392	ferric carboxymaltose	1433693	DB08917	\N
1317967	aliskiren	325646	DB09026	601027
962398	Glycine	4919	DB00145	15428
19090505	Human calcitonin	235481	DB06773	\N
42800040	avanafil	1291301	DB06237	66876
901845	Colistin	2709	DB00803	\N
1701677	colistimethate	2708	DB01111	59662
911354	palonosetron	70561	DB00377	85161
19060985	Glutamine	4885	DB00130	58359
19027679	Pefloxacin	7960	DB00487	50199
727835	Pemoline	7966	DB01230	7953
1325608	pegfilgrastim	338036	DB00019	\N
739363	sibutramine	36514	DB01105	9137
749727	Ethchlorvynol	4118	DB00189	4882
35605594	fosaprepitant	1731071	DB06717	64321
955583	Fluorometholone	4491	DB00324	31625
1333357	Busulfan	1828	DB01008	28901
19009705	lenograstim	70167	DB13144	\N
733301	Buspirone	1827	DB00490	3223
1510813	rosuvastatin	301542	DB01098	38545
795113	Chlorzoxazone	2410	DB00356	3655
19021959	Sapropterin	753340	DB00360	59560
921956	Sinecatechins	753346	DB01266	\N
19092845	temsirolimus	657797	DB06287	79699
19084670	bivalirudin	60819	DB00006	59173
19093165	pimethixene	33712	DB13292	94787
19071314	oxatomide	54236	DB12877	31943
1717002	enfuvirtide	139896	DB00109	\N
19031378	Pepsin A	8016	DB13198	\N
1542948	Follitropin Alfa	386938	DB00066	\N
1136601	benzonatate	18993	DB00868	3032
19029421	Dinoprost	3477	DB12789	15553
937712	phenyl salicylate	36122	DB11071	34918
1717327	Ampicillin	733	DB00415	28971
1398937	Clonidine	2599	DB00575	46632
1329415	Dinoprostone	3478	DB00917	15551
1391648	Black Cohosh Extract	236665	DB13975	\N
1560305	Omega-3 Acid Ethyl Esters (USP)	484348	DB09539	\N
1123904	phenyltoloxamine	33408	DB11160	135047
19040051	spirapril	36908	DB01348	135756
19020477	Nitrogen	7456	DB09152	17997
1344905	Carboplatin	40048	DB00958	31355
19005129	Clobetasone	108074	DB13158	\N
44507580	Macitentan	1442132	DB08932	76607
989482	Dutasteride	228790	DB01126	521033
924566	tamsulosin	77492	DB00706	9398
19022596	Diatrizoate	3319	DB00271	53691
954696	Plasmin	4388	DB05254	\N
759740	Pyridostigmine	9000	DB00545	8665
918906	oxybutynin	32675	DB01062	7856
1502877	mecasermin	274403	DB01277	\N
19026277	Androstenedione	784	DB01561	15994
19009819	Molsidomine	7023	DB09282	92623
19000207	Medrogestone	6690	DB09124	135446
1563413	Ritodrine	9392	DB00867	8872
990678	Chlordiazepoxide	2356	DB00475	3611
1746244	Saquinavir	83395	DB01232	63621
40226208	Pegloticase	1011650	DB09208	\N
19014213	POTASSIUM LACTATE	314797	DB09483	\N
44816310	miltefosine	1494066	DB09031	75283
42899398	Medium chain triglycerides	1310578	DB13959	\N
19068900	MYCOPHENOLATE	265323	DB01024	168396
1344992	Iloprost	40138	DB01088	63916
40175900	polidocanol	968170	DB06811	46859
19027080	potassium bicarbonate	34296	DB11098	81862
19068894	tositumomab	263010	DB00081	\N
1110942	omalizumab	302379	DB00043	\N
19059097	Cholesterol	2438	DB04540	16113
1343346	vinorelbine	39541	DB00361	480999
1310317	Cyclophosphamide	3002	DB00531	4027
42900468	Platinum	1311280	DB12257	33364
19010482	Cyclosporine	3008	DB00091	4031
19024063	Acenocoumarol	154	DB01418	53766
19024770	Biotin	1588	DB00121	15956
724908	Biperiden	1589	DB00810	3112
40168385	romidepsin	877510	DB06176	61080
40238052	Vandetanib	1098413	DB05294	49960
19034275	bambuterol	18751	DB01408	553827
19136187	Streptokinase	10106	DB00086	\N
19018438	aluminum magnesium silicate	17614	DB13595	\N
45892628	nivolumab	1597876	DB09035	\N
19009025	mecobalamin	29421	DB03614	28115
1389036	Mitomycin	632	DB00305	27504
19014341	Atracurium	1218	DB13295	\N
1510202	miglitol	30009	DB00491	6935
19021129	Nitrous Oxide	7486	DB06690	17045
19048016	amylocaine	40660	DB09088	34981
40225716	resveratrol	1000492	DB02709	45713
19092358	Lynestrenol	6529	DB12474	31790
19078187	Ifosfamide	5657	DB01181	5864
19078156	Idoxuridine	5653	DB00249	147675
19078097	Idarubicin	5650	DB01177	42068
19043395	Phosphorus	8263	DB14151	30207
19082764	meglumine antimoniate	319866	DB13732	\N
19015726	Cisatracurium	319864	DB00565	140621
1180412	Eucalyptus oil	59087	DB11114	\N
19008009	Cosyntropin	2890	DB01284	3901
1745072	Cidofovir	83171	DB00369	3696
19026343	danaparoid	78484	DB06754	\N
19050375	ciprofibrate	21149	DB09064	50867
19136493	Sulfapyridine	10188	DB00891	132842
42709314	Pyrethrum extract	1232405	DB11087	\N
913440	nabilone	31447	DB00486	\N
40244266	aflibercept	1232150	DB08885	\N
1349025	Estramustine	4089	DB01196	4868
946340	Piperonyl Butoxide	8345	DB09350	32687
19018663	Fluoride Ion	196213	DB11257	17051
42898624	Barium	1311067	DB12481	32595
1726228	aminosalicylic acid	7833	DB00233	27565
40167582	ofatumumab	712566	DB06650	\N
1724703	Oxacillin	7773	DB00713	7809
1524769	Oxandrolone	7779	DB00621	7820
19024775	Oxamniquine	7778	DB01096	78416
1149196	Cetirizine	20610	DB00341	3561
991876	Loperamide	6468	DB00836	6532
1769389	Nevirapine	53654	DB00238	63613
19026710	Capreomycin	78903	DB00314	3371
19020789	corticorelin ovine	74671	DB09067	65307
1315342	Flaxseed extract	318224	DB10708	\N
44785885	von Willebrand factor	11274	DB13133	\N
45775570	polystyrene sulfonate	1546437	DB01344	53278
19033193	Pertussis Vaccine	8080	DB15274	\N
19010128	Vitamin K	11258	DB01022	18067
40163710	pneumococcal capsular polysaccharide type 9V vaccine	854974	DB10328	\N
19104616	Ethylenediamine	4158	DB14189	30347
19009405	Vitamin D	11253	DB11094	\N
19115050	rilmenidine	55679	DB11738	8862
1592180	cerivastatin	596723	DB00439	3558
914244	Undecylenate	314881	DB11117	35045
932196	Cisapride	35255	DB00604	3720
1777417	Rifabutin	55672	DB00615	45367
19136097	Bifidobacterium Infantis	100213	DB14222	\N
922024	paregoric	32926	DB00295	17303
1506270	Methylprednisolone	6902	DB00959	6888
1399177	Sodium ferric gluconate complex	261435	DB09517	\N
923645	Omeprazole	7646	DB00338	77260
1708100	loracarbef	28981	DB00447	47544
939726	butamben	19861	DB11148	3231
19039262	brotizolam	19790	DB09017	31308
1716903	moxifloxacin	139462	DB00218	63611
729855	Botulinum Toxin Type A	1712	DB00083	\N
1741309	terbinafine	37801	DB00857	9448
794147	Maprotiline	6646	DB00934	6690
1713905	doripenem	119771	DB06211	135928
950696	Nizatidine	42319	DB00585	7601
705178	Trihexyphenidyl	10811	DB00376	9720
1505346	liothyronine	10814	DB00279	18258
19117078	Sodium tartrate	56524	DB13707	63017
19005512	Trimebutine	10819	DB09089	94458
1397141	bevacizumab	253337	DB00112	\N
19018261	oxilofrine	32639	DB11610	134822
918222	oxiconazole	32638	DB00239	7825
19024904	Oxprenolol	7801	DB01580	91704
45774861	dalbavancin	1539239	DB06219	82721
19067073	Helium	5140	DB09155	33681
19025274	Oxygen	7806	DB09140	27140
1000995	Coal Tar	2635	DB11082	\N
739323	Droperidol	3648	DB00450	4717
1738521	Doxycycline	3640	DB00254	50845
997496	Cinoxacin	2550	DB00827	3716
1797513	Ciprofloxacin	2551	DB00537	100241
1790692	Lincomycin	6398	DB01627	6472
1181809	Isoetharine	6023	DB00221	6005
19000537	Threonine	10524	DB00156	16857
1397599	Cisplatin	2555	DB00515	27899
797617	Citalopram	2556	DB00215	77397
19011091	deferiprone	11645	DB08826	68554
19051513	Encainide	42368	DB01228	4788
1710446	Cycloserine	3007	DB00260	40009
992590	Chlorothiazide	2396	DB00880	3640
1578445	Tiludronate	57230	DB01133	9598
19095786	ferric subsulfate solution	24912	DB13885	\N
990499	Sodium Phosphate, Monobasic	235496	DB09449	37585
1714165	peginterferon alfa-2a	120608	DB00008	\N
963742	Gramicidin	5011	DB00027	\N
1036667	Talc	10323	DB09511	\N
1436678	Tamoxifen	10324	DB00675	41774
1036425	Sulfamethizole	10179	DB00576	9331
1036690	Tannic Acid	10328	DB09372	75211
19061083	Glutathione	4890	DB00143	16856
930916	Diphenoxylate	3500	DB01081	4639
1389112	Echinacea Preparation	228041	DB14240	\N
19036892	Daclizumab	190353	DB00111	\N
19122168	Human vaccinia immune globulin	597392	DB14112	\N
19028050	Penicillamine	7975	DB00859	7959
1327978	Penbutolol	7973	DB01359	7954
19047598	Japanese encephalitis virus vaccine, inactivated	845525	DB10769	\N
19064698	flupirtine	25193	DB06623	94646
19110701	Fish Oils	4419	DB13961	\N
1790812	Chlorhexidine	2358	DB00878	3614
19053610	propiomazine	8770	DB00777	8491
1778262	Imipenem	5690	DB01598	471744
967496	Lodoxamide	52151	DB06794	135333
1384360	Isoxsuprine	6066	DB08941	\N
1769535	Cefadroxil	2177	DB01140	3479
1365720	Samarium	9549	DB12403	33374
1784444	Ivermectin	6069	DB00602	\N
1350310	cilostazol	21107	DB01166	31401
19032407	romiplostim	805452	DB05332	\N
19063605	pegaptanib	498509	DB04895	\N
19106870	Indium IN-111 Chloride	42987	DB09490	\N
1363053	Doxazosin	49276	DB00590	4708
19082894	Dexetimide	3267	DB08997	135531
40224095	sipuleucel-T	997261	DB06688	\N
19069107	indobufen	27518	DB12545	135239
1036094	Stannous Fluoride	10030	DB11092	135933
