n1_CLL	n2_CLL	cosine_distance
CVCL_5158	CVCL_1375	0.5841
CVCL_5158	CVCL_1575	0.5795
CVCL_5158	CVCL_2787	0.5627
CVCL_5158	CVCL_2947	0.5453
CVCL_5158	CVCL_4640	0.5671
CVCL_5158	CVCL_A352	0.5770
CVCL_5158	CVCL_L088	0.5521
CVCL_5159	CVCL_0313	0.5063
CVCL_5159	CVCL_0320	0.4694
CVCL_5159	CVCL_0555	0.4965
CVCL_5159	CVCL_1294	0.5011
CVCL_5159	CVCL_1300	0.4956
CVCL_5159	CVCL_1382	0.4907
CVCL_5159	CVCL_1846	0.4987
CVCL_5159	CVCL_2917	0.5021
CVCL_5159	CVCL_3172	0.4718
CVCL_5159	CVCL_5078	0.4715
CVCL_5159	CVCL_8176	0.5114
CVCL_5160	CVCL_1269	0.4436
CVCL_5160	CVCL_1491	0.4523
CVCL_5160	CVCL_1494	0.4500
CVCL_5160	CVCL_1500	0.4347
CVCL_5160	CVCL_1524	0.4301
CVCL_5160	CVCL_1531	0.4235
CVCL_5160	CVCL_1550	0.4372
CVCL_5160	CVCL_1561	0.4464
CVCL_5160	CVCL_5034	0.4351
CVCL_5160	CVCL_5051	0.3915
CVCL_5160	CVCL_6831	0.3756
CVCL_5167	CVCL_0060	0.5440
CVCL_5167	CVCL_0366	0.5618
CVCL_5167	CVCL_1054	0.5451
CVCL_5167	CVCL_1070	0.5265
CVCL_5167	CVCL_1226	0.4878
CVCL_5167	CVCL_1229	0.5048
CVCL_5167	CVCL_1375	0.4733
CVCL_5167	CVCL_1594	0.5558
CVCL_5167	CVCL_1690	0.5477
CVCL_5167	CVCL_1783	0.4842
CVCL_5167	CVCL_2947	0.5278
CVCL_5209	CVCL_1320	0.1508
CVCL_5209	CVCL_1334	0.1444
CVCL_5209	CVCL_1625	0.1504
CVCL_5209	CVCL_1806	0.1387
CVCL_5209	CVCL_1823	0.1338
CVCL_5209	CVCL_1877	0.1446
CVCL_5209	CVCL_2526	0.1487
CVCL_5209	CVCL_2992	0.1249
CVCL_5209	CVCL_2993	0.1060
CVCL_5209	CVCL_2996	0.1482
CVCL_5209	CVCL_5210	0.1519
CVCL_5210	CVCL_0539	0.2001
CVCL_5210	CVCL_1087	0.1907
CVCL_5210	CVCL_1101	0.1910
CVCL_5210	CVCL_1334	0.1770
CVCL_5210	CVCL_1625	0.1669
CVCL_5210	CVCL_1806	0.1993
CVCL_5210	CVCL_1823	0.1834
CVCL_5210	CVCL_2992	0.1332
CVCL_5210	CVCL_2993	0.1751
CVCL_5210	CVCL_2996	0.1912
CVCL_5210	CVCL_5209	0.1519
CVCL_5248	CVCL_1294	0.1580
CVCL_5248	CVCL_1382	0.1617
CVCL_5248	CVCL_1980	0.1493
CVCL_5248	CVCL_2520	0.1580
CVCL_5248	CVCL_2873	0.1633
CVCL_5248	CVCL_5044	0.1368
CVCL_5248	CVCL_5249	0.1281
CVCL_5248	CVCL_5250	0.1459
CVCL_5248	CVCL_8175	0.1107
CVCL_5248	CVCL_8176	0.1388
CVCL_5248	CVCL_8877	0.1572
CVCL_5249	CVCL_1294	0.2327
CVCL_5249	CVCL_1386	0.2438
CVCL_5249	CVCL_1708	0.2187
CVCL_5249	CVCL_1980	0.2382
CVCL_5249	CVCL_2873	0.2401
CVCL_5249	CVCL_2917	0.2433
CVCL_5249	CVCL_5044	0.2153
CVCL_5249	CVCL_5248	0.1281
CVCL_5249	CVCL_5250	0.1942
CVCL_5249	CVCL_8175	0.2265
CVCL_5249	CVCL_8176	0.1310
CVCL_5250	CVCL_0545	0.2631
CVCL_5250	CVCL_0555	0.2618
CVCL_5250	CVCL_1294	0.2614
CVCL_5250	CVCL_2035	0.2017
CVCL_5250	CVCL_2036	0.2053
CVCL_5250	CVCL_2873	0.2507
CVCL_5250	CVCL_5248	0.1459
CVCL_5250	CVCL_5249	0.1942
CVCL_5250	CVCL_8175	0.1104
CVCL_5250	CVCL_8176	0.1601
CVCL_5250	CVCL_8877	0.2498
CVCL_5423	CVCL_1734	0.3761
CVCL_5423	CVCL_2195	0.3321
CVCL_5423	CVCL_2584	0.4136
CVCL_5423	CVCL_2592	0.3412
CVCL_5423	CVCL_2593	0.2929
CVCL_5423	CVCL_2594	0.3590
CVCL_5423	CVCL_2596	0.4191
CVCL_5423	CVCL_2601	0.3061
CVCL_5423	CVCL_5594	0.4041
CVCL_5423	CVCL_V414	0.3890
CVCL_5423	CVCL_WU66	0.4138
CVCL_5591	CVCL_1115	0.4357
CVCL_5591	CVCL_1193	0.3636
CVCL_5591	CVCL_1254	0.3809
CVCL_5591	CVCL_1263	0.4256
CVCL_5591	CVCL_1351	0.4099
CVCL_5591	CVCL_1654	0.3796
CVCL_5591	CVCL_1661	0.4074
CVCL_5591	CVCL_1781	0.2798
CVCL_5591	CVCL_3055	0.4290
CVCL_5591	CVCL_3425	0.2066
CVCL_5591	CVCL_DH06	0.4109
CVCL_5594	CVCL_0037	0.2867
CVCL_5594	CVCL_2195	0.2755
CVCL_5594	CVCL_2585	0.4128
CVCL_5594	CVCL_2591	0.3981
CVCL_5594	CVCL_2592	0.4011
CVCL_5594	CVCL_2593	0.3763
CVCL_5594	CVCL_2714	0.2733
CVCL_5594	CVCL_2807	0.3766
CVCL_5594	CVCL_2943	0.3816
CVCL_5594	CVCL_5423	0.4041
CVCL_5594	CVCL_M261	0.3133
CVCL_5599	CVCL_0555	0.3620
CVCL_5599	CVCL_1294	0.3513
CVCL_5599	CVCL_1980	0.3897
CVCL_5599	CVCL_2520	0.3666
CVCL_5599	CVCL_3082	0.3852
CVCL_5599	CVCL_3084	0.3662
CVCL_5599	CVCL_5038	0.3760
CVCL_5599	CVCL_5044	0.3834
CVCL_5599	CVCL_5078	0.3741
CVCL_5599	CVCL_5250	0.3902
CVCL_5599	CVCL_9980	0.3796
CVCL_5627	CVCL_0346	0.0883
CVCL_5627	CVCL_0528	0.0701
CVCL_5627	CVCL_1123	0.0698
CVCL_5627	CVCL_1341	0.0699
CVCL_5627	CVCL_1458	0.0912
CVCL_5627	CVCL_1510	0.0987
CVCL_5627	CVCL_1695	0.0758
CVCL_5627	CVCL_1771	0.1043
CVCL_5627	CVCL_2092	0.0967
CVCL_5627	CVCL_2141	0.0734
CVCL_5627	CVCL_2143	0.0890
CVCL_5723	CVCL_0317	0.3415
CVCL_5723	CVCL_0401	0.3760
CVCL_5723	CVCL_0633	0.3119
CVCL_5723	CVCL_0698	0.3184
CVCL_5723	CVCL_0827	0.3932
CVCL_5723	CVCL_1053	0.3811
CVCL_5723	CVCL_1226	0.3804
CVCL_5723	CVCL_1229	0.3502
CVCL_5723	CVCL_1783	0.3881
CVCL_5723	CVCL_4849	0.3255
CVCL_5723	CVCL_8878	0.3905
CVCL_5779	CVCL_0317	0.2412
CVCL_5779	CVCL_0554	0.3875
CVCL_5779	CVCL_0633	0.3693
CVCL_5779	CVCL_1054	0.3550
CVCL_5779	CVCL_1059	0.4038
CVCL_5779	CVCL_1226	0.3641
CVCL_5779	CVCL_1229	0.3690
CVCL_5779	CVCL_1381	0.3672
CVCL_5779	CVCL_1690	0.3966
CVCL_5779	CVCL_1783	0.3513
CVCL_5779	CVCL_8481	0.3098
CVCL_5952	CVCL_0234	0.3698
CVCL_5952	CVCL_1050	0.3345
CVCL_5952	CVCL_1051	0.3574
CVCL_5952	CVCL_1647	0.3617
CVCL_5952	CVCL_1721	0.3106
CVCL_5952	CVCL_2984	0.3546
CVCL_5952	CVCL_2986	0.2446
CVCL_5952	CVCL_5957	0.2580
CVCL_5952	CVCL_8788	0.3322
CVCL_5952	CVCL_B076	0.3697
CVCL_5952	CVCL_V610	0.3197
CVCL_5953	CVCL_1050	0.3270
CVCL_5953	CVCL_1111	0.2569
CVCL_5953	CVCL_1647	0.2475
CVCL_5953	CVCL_1721	0.3002
CVCL_5953	CVCL_1790	0.2852
CVCL_5953	CVCL_2985	0.3036
CVCL_5953	CVCL_5957	0.3029
CVCL_5953	CVCL_8788	0.2689
CVCL_5953	CVCL_V607	0.2686
CVCL_5953	CVCL_V610	0.3008
CVCL_5953	CVCL_V612	0.2985
CVCL_5957	CVCL_1050	0.1925
CVCL_5957	CVCL_1555	0.2438
CVCL_5957	CVCL_1647	0.2489
CVCL_5957	CVCL_1721	0.1451
CVCL_5957	CVCL_1790	0.2412
CVCL_5957	CVCL_2984	0.2124
CVCL_5957	CVCL_2986	0.2221
CVCL_5957	CVCL_8788	0.1487
CVCL_5957	CVCL_V609	0.2237
CVCL_5957	CVCL_V610	0.1559
CVCL_5957	CVCL_V612	0.2537
CVCL_6025	CVCL_0527	0.1763
CVCL_6025	CVCL_1057	0.2205
CVCL_6025	CVCL_1135	0.2371
CVCL_6025	CVCL_1303	0.2064
CVCL_6025	CVCL_1307	0.2440
CVCL_6025	CVCL_1402	0.2107
CVCL_6025	CVCL_1672	0.2201
CVCL_6025	CVCL_1780	0.2296
CVCL_6025	CVCL_1997	0.2230
CVCL_6025	CVCL_2609	0.2324
CVCL_6025	CVCL_6805	0.1827
CVCL_6543	CVCL_1110	0.3569
CVCL_6543	CVCL_1304	0.3405
CVCL_6543	CVCL_1406	0.4217
CVCL_6543	CVCL_1882	0.4032
CVCL_6543	CVCL_2112	0.2934
CVCL_6543	CVCL_2785	0.4277
CVCL_6543	CVCL_2930	0.4097
CVCL_6543	CVCL_3613	0.4293
CVCL_6543	CVCL_4655	0.3358
CVCL_6543	CVCL_4658	0.4297
CVCL_6543	CVCL_5014	0.4303
CVCL_6583	CVCL_0530	0.1980
CVCL_6583	CVCL_0627	0.1554
CVCL_6583	CVCL_0631	0.1181
CVCL_6583	CVCL_0B50	0.1372
CVCL_6583	CVCL_2169	0.2064
CVCL_6583	CVCL_4Z30	0.1743
CVCL_6583	CVCL_M150	0.1509
CVCL_6583	CVCL_M151	0.1484
CVCL_6583	CVCL_M153	0.1476
CVCL_6583	CVCL_S740	0.1404
CVCL_6583	CVCL_X981	0.1513
CVCL_6594	CVCL_0346	0.0987
CVCL_6594	CVCL_0528	0.0893
CVCL_6594	CVCL_1123	0.0971
CVCL_6594	CVCL_1341	0.0936
CVCL_6594	CVCL_1458	0.0985
CVCL_6594	CVCL_1695	0.0917
CVCL_6594	CVCL_1702	0.1110
CVCL_6594	CVCL_2141	0.0959
CVCL_6594	CVCL_2143	0.0934
CVCL_6594	CVCL_5627	0.1057
CVCL_6594	CVCL_AX42	0.1076
CVCL_6735	CVCL_0844	0.4162
CVCL_6735	CVCL_1169	0.3659
CVCL_6735	CVCL_1608	0.3226
CVCL_6735	CVCL_1706	0.4316
CVCL_6735	CVCL_1722	0.4163
CVCL_6735	CVCL_3955	0.4166
CVCL_6735	CVCL_3957	0.3654
CVCL_6735	CVCL_5010	0.3949
CVCL_6735	CVCL_5033	0.3805
CVCL_6735	CVCL_5080	0.4409
CVCL_6735	CVCL_8585	0.3938
CVCL_6748	CVCL_0366	0.4877
CVCL_6748	CVCL_1054	0.5573
CVCL_6748	CVCL_1300	0.5355
CVCL_6748	CVCL_1587	0.5290
CVCL_6748	CVCL_1639	0.5180
CVCL_6748	CVCL_1723	0.5205
CVCL_6748	CVCL_1794	0.5434
CVCL_6748	CVCL_2067	0.5503
CVCL_6748	CVCL_2077	0.5501
CVCL_6748	CVCL_5059	0.5565
CVCL_6748	CVCL_5159	0.5358
CVCL_6805	CVCL_0039	0.1437
CVCL_6805	CVCL_0527	0.1245
CVCL_6805	CVCL_1057	0.1216
CVCL_6805	CVCL_1097	0.1429
CVCL_6805	CVCL_1135	0.1305
CVCL_6805	CVCL_1402	0.1395
CVCL_6805	CVCL_1780	0.1451
CVCL_6805	CVCL_1997	0.1323
CVCL_6805	CVCL_3962	0.1484
CVCL_6805	CVCL_6809	0.1143
CVCL_6805	CVCL_A341	0.1554
CVCL_6809	CVCL_0039	0.1853
CVCL_6809	CVCL_0445	0.1962
CVCL_6809	CVCL_0527	0.1868
CVCL_6809	CVCL_1057	0.1859
CVCL_6809	CVCL_1097	0.1629
CVCL_6809	CVCL_1135	0.2023
CVCL_6809	CVCL_1303	0.2031
CVCL_6809	CVCL_1402	0.1782
CVCL_6809	CVCL_1672	0.1896
CVCL_6809	CVCL_3962	0.1684
CVCL_6809	CVCL_6805	0.1143
CVCL_6831	CVCL_1265	0.3570
CVCL_6831	CVCL_1494	0.3077
CVCL_6831	CVCL_1524	0.3653
CVCL_6831	CVCL_1530	0.3750
CVCL_6831	CVCL_1532	0.3897
CVCL_6831	CVCL_1546	0.3548
CVCL_6831	CVCL_1561	0.3472
CVCL_6831	CVCL_1651	0.3949
CVCL_6831	CVCL_2061	0.3688
CVCL_6831	CVCL_2977	0.3775
CVCL_6831	CVCL_5160	0.3756
CVCL_6950	CVCL_1107	0.2860
CVCL_6950	CVCL_1682	0.2922
CVCL_6950	CVCL_1767	0.2797
CVCL_6950	CVCL_2315	0.2926
CVCL_6950	CVCL_2678	0.2687
CVCL_6950	CVCL_2679	0.2332
CVCL_6950	CVCL_2943	0.2123
CVCL_6950	CVCL_3174	0.2872
CVCL_6950	CVCL_3336	0.2536
CVCL_6950	CVCL_5017	0.2523
CVCL_6950	CVCL_8929	0.2939
CVCL_6C44	CVCL_0B50	0.2700
CVCL_6C44	CVCL_2105	0.2486
CVCL_6C44	CVCL_2141	0.2820
CVCL_6C44	CVCL_4Z30	0.2927
CVCL_6C44	CVCL_7146	0.2848
CVCL_6C44	CVCL_M150	0.2773
CVCL_6C44	CVCL_M151	0.2595
CVCL_6C44	CVCL_M153	0.2306
CVCL_6C44	CVCL_VU81	0.2877
CVCL_6C44	CVCL_WU91	0.2403
CVCL_6C44	CVCL_X981	0.2539
CVCL_7051	CVCL_0134	0.1982
CVCL_7051	CVCL_1058	0.2252
CVCL_7051	CVCL_1221	0.2160
CVCL_7051	CVCL_8001	0.2093
CVCL_7051	CVCL_8002	0.2238
CVCL_7051	CVCL_8005	0.2194
CVCL_7051	CVCL_8006	0.2220
CVCL_7051	CVCL_8007	0.2241
CVCL_7051	CVCL_M156	0.2296
CVCL_7051	CVCL_U757	0.2194
CVCL_7051	CVCL_WS70	0.2006
CVCL_7146	CVCL_0270	0.2837
CVCL_7146	CVCL_0542	0.2698
CVCL_7146	CVCL_1174	0.2703
CVCL_7146	CVCL_1301	0.2441
CVCL_7146	CVCL_1577	0.2835
CVCL_7146	CVCL_3612	0.2530
CVCL_7146	CVCL_4W58	0.2872
CVCL_7146	CVCL_6C44	0.2848
CVCL_7146	CVCL_8005	0.2533
CVCL_7146	CVCL_M156	0.2854
CVCL_7146	CVCL_WU91	0.2857
CVCL_7151	CVCL_0080	0.2811
CVCL_7151	CVCL_0627	0.2862
CVCL_7151	CVCL_0631	0.2579
CVCL_7151	CVCL_1103	0.2891
CVCL_7151	CVCL_2169	0.2652
CVCL_7151	CVCL_4Z31	0.2815
CVCL_7151	CVCL_6583	0.2349
CVCL_7151	CVCL_M150	0.2589
CVCL_7151	CVCL_M151	0.2751
CVCL_7151	CVCL_M153	0.2872
CVCL_7151	CVCL_S740	0.2628
CVCL_7935	CVCL_1050	0.3660
CVCL_7935	CVCL_1056	0.3220
CVCL_7935	CVCL_1067	0.2812
CVCL_7935	CVCL_1647	0.3539
CVCL_7935	CVCL_1721	0.3475
CVCL_7935	CVCL_5957	0.3473
CVCL_7935	CVCL_7937	0.1809
CVCL_7935	CVCL_8788	0.3630
CVCL_7935	CVCL_V607	0.3460
CVCL_7935	CVCL_V609	0.3233
CVCL_7935	CVCL_V610	0.3113
CVCL_7937	CVCL_0293	0.3419
CVCL_7937	CVCL_1050	0.3537
CVCL_7937	CVCL_1056	0.3340
CVCL_7937	CVCL_1067	0.2861
CVCL_7937	CVCL_1555	0.3533
CVCL_7937	CVCL_2929	0.3287
CVCL_7937	CVCL_2984	0.3482
CVCL_7937	CVCL_7935	0.1809
CVCL_7937	CVCL_V609	0.2993
CVCL_7937	CVCL_V610	0.3570
CVCL_7937	CVCL_V612	0.3474
CVCL_7970	CVCL_0026	0.5097
CVCL_7970	CVCL_0037	0.5127
CVCL_7970	CVCL_1636	0.5321
CVCL_7970	CVCL_1728	0.5039
CVCL_7970	CVCL_1729	0.5316
CVCL_7970	CVCL_1848	0.5057
CVCL_7970	CVCL_2035	0.5020
CVCL_7970	CVCL_2214	0.5168
CVCL_7970	CVCL_2750	0.5257
CVCL_7970	CVCL_2752	0.5246
CVCL_7970	CVCL_3004	0.4823
CVCL_8000	CVCL_0270	0.2370
CVCL_8000	CVCL_1301	0.2295
CVCL_8000	CVCL_1755	0.2289
CVCL_8000	CVCL_2010	0.2071
CVCL_8000	CVCL_8001	0.2228
CVCL_8000	CVCL_8002	0.1939
CVCL_8000	CVCL_8005	0.2183
CVCL_8000	CVCL_8007	0.1952
CVCL_8000	CVCL_M156	0.1960
CVCL_8000	CVCL_U757	0.1759
CVCL_8000	CVCL_WS70	0.2285
CVCL_8001	CVCL_0134	0.1822
CVCL_8001	CVCL_1221	0.1830
CVCL_8001	CVCL_1755	0.1511
CVCL_8001	CVCL_2010	0.1917
CVCL_8001	CVCL_4W58	0.1811
CVCL_8001	CVCL_8002	0.1455
CVCL_8001	CVCL_8005	0.1578
CVCL_8001	CVCL_8007	0.1557
CVCL_8001	CVCL_M156	0.1731
CVCL_8001	CVCL_U757	0.1219
CVCL_8001	CVCL_WS70	0.1426
CVCL_8002	CVCL_0270	0.1605
CVCL_8002	CVCL_1221	0.1806
CVCL_8002	CVCL_1301	0.1449
CVCL_8002	CVCL_1755	0.1539
CVCL_8002	CVCL_2010	0.1213
CVCL_8002	CVCL_8001	0.1455
CVCL_8002	CVCL_8005	0.1411
CVCL_8002	CVCL_8007	0.1474
CVCL_8002	CVCL_M156	0.1680
CVCL_8002	CVCL_U757	0.1149
CVCL_8002	CVCL_WS70	0.1124
CVCL_8005	CVCL_0134	0.1802
CVCL_8005	CVCL_0270	0.1412
CVCL_8005	CVCL_1301	0.1868
CVCL_8005	CVCL_2010	0.1741
CVCL_8005	CVCL_4W58	0.1664
CVCL_8005	CVCL_8001	0.1578
CVCL_8005	CVCL_8002	0.1411
CVCL_8005	CVCL_8007	0.1285
CVCL_8005	CVCL_M156	0.1673
CVCL_8005	CVCL_U757	0.1640
CVCL_8005	CVCL_WS70	0.1527
CVCL_8006	CVCL_1221	0.2300
CVCL_8006	CVCL_2010	0.2364
CVCL_8006	CVCL_5157	0.2380
CVCL_8006	CVCL_7051	0.2220
CVCL_8006	CVCL_8000	0.2491
CVCL_8006	CVCL_8001	0.2180
CVCL_8006	CVCL_8002	0.2322
CVCL_8006	CVCL_8005	0.2148
CVCL_8006	CVCL_8007	0.2204
CVCL_8006	CVCL_U757	0.2090
CVCL_8006	CVCL_WS70	0.2101
CVCL_8007	CVCL_0134	0.1731
CVCL_8007	CVCL_1221	0.1597
CVCL_8007	CVCL_1301	0.1523
CVCL_8007	CVCL_1755	0.1731
CVCL_8007	CVCL_2010	0.1547
CVCL_8007	CVCL_8001	0.1557
CVCL_8007	CVCL_8002	0.1474
CVCL_8007	CVCL_8005	0.1285
CVCL_8007	CVCL_M156	0.1579
CVCL_8007	CVCL_U757	0.1534
CVCL_8007	CVCL_WS70	0.1563
CVCL_8067	CVCL_0126	0.4968
CVCL_8067	CVCL_1049	0.4944
CVCL_8067	CVCL_1053	0.5514
CVCL_8067	CVCL_1635	0.5503
CVCL_8067	CVCL_1761	0.5545
CVCL_8067	CVCL_2312	0.5530
CVCL_8067	CVCL_2588	0.5488
CVCL_8067	CVCL_2661	0.5530
CVCL_8067	CVCL_2680	0.5388
CVCL_8067	CVCL_2743	0.5152
CVCL_8067	CVCL_5127	0.5284
CVCL_8098	CVCL_1114	0.4469
CVCL_8098	CVCL_1300	0.4130
CVCL_8098	CVCL_1635	0.3945
CVCL_8098	CVCL_1636	0.3670
CVCL_8098	CVCL_1638	0.4260
CVCL_8098	CVCL_1652	0.3748
CVCL_8098	CVCL_3004	0.4345
CVCL_8098	CVCL_4647	0.3992
CVCL_8098	CVCL_5034	0.3726
CVCL_8098	CVCL_B260	0.4167
CVCL_8098	CVCL_VV27	0.3683
CVCL_8147	CVCL_1761	0.4107
CVCL_8147	CVCL_1764	0.3977
CVCL_8147	CVCL_1765	0.4300
CVCL_8147	CVCL_1767	0.4357
CVCL_8147	CVCL_1958	0.4141
CVCL_8147	CVCL_2661	0.3935
CVCL_8147	CVCL_2678	0.4251
CVCL_8147	CVCL_2679	0.4287
CVCL_8147	CVCL_3336	0.4173
CVCL_8147	CVCL_5005	0.3983
CVCL_8147	CVCL_8929	0.4298
CVCL_8175	CVCL_0555	0.1950
CVCL_8175	CVCL_1235	0.2000
CVCL_8175	CVCL_1382	0.2069
CVCL_8175	CVCL_1980	0.2099
CVCL_8175	CVCL_2035	0.1615
CVCL_8175	CVCL_2873	0.2113
CVCL_8175	CVCL_5044	0.1956
CVCL_8175	CVCL_5248	0.1107
CVCL_8175	CVCL_5250	0.1104
CVCL_8175	CVCL_8176	0.1907
CVCL_8175	CVCL_8877	0.1943
CVCL_8176	CVCL_0545	0.2352
CVCL_8176	CVCL_0555	0.2510
CVCL_8176	CVCL_1294	0.2510
CVCL_8176	CVCL_1708	0.2471
CVCL_8176	CVCL_2873	0.2416
CVCL_8176	CVCL_5044	0.2396
CVCL_8176	CVCL_5248	0.1388
CVCL_8176	CVCL_5249	0.1310
CVCL_8176	CVCL_5250	0.1601
CVCL_8176	CVCL_8175	0.1907
CVCL_8176	CVCL_8877	0.2543
CVCL_8198	CVCL_1054	0.4161
CVCL_8198	CVCL_1734	0.4589
CVCL_8198	CVCL_1783	0.3885
CVCL_8198	CVCL_2270	0.3758
CVCL_8198	CVCL_2601	0.4439
CVCL_8198	CVCL_2745	0.4163
CVCL_8198	CVCL_2746	0.4040
CVCL_8198	CVCL_3079	0.3468
CVCL_8198	CVCL_5779	0.4327
CVCL_8198	CVCL_8878	0.3698
CVCL_8198	CVCL_WU66	0.4629
CVCL_8227	CVCL_0089	0.1117
CVCL_8227	CVCL_0092	0.1270
CVCL_8227	CVCL_0095	0.1357
CVCL_8227	CVCL_0103	0.1335
CVCL_8227	CVCL_1409	0.1088
CVCL_8227	CVCL_1410	0.1238
CVCL_8227	CVCL_1424	0.1375
CVCL_8227	CVCL_1835	0.1019
CVCL_8227	CVCL_1866	0.1324
CVCL_8227	CVCL_1873	0.1150
CVCL_8227	CVCL_S906	0.1392
CVCL_8481	CVCL_0525	0.3905
CVCL_8481	CVCL_0554	0.3703
CVCL_8481	CVCL_0633	0.3724
CVCL_8481	CVCL_0698	0.4074
CVCL_8481	CVCL_1054	0.3722
CVCL_8481	CVCL_1169	0.4019
CVCL_8481	CVCL_1226	0.3930
CVCL_8481	CVCL_1430	0.3706
CVCL_8481	CVCL_1518	0.3627
CVCL_8481	CVCL_5010	0.3900
CVCL_8481	CVCL_5779	0.3098
CVCL_8585	CVCL_0844	0.2883
CVCL_8585	CVCL_1323	0.3362
CVCL_8585	CVCL_1691	0.2902
CVCL_8585	CVCL_1697	0.3060
CVCL_8585	CVCL_1706	0.2703
CVCL_8585	CVCL_2297	0.3262
CVCL_8585	CVCL_3956	0.2989
CVCL_8585	CVCL_3957	0.2668
CVCL_8585	CVCL_5010	0.3195
CVCL_8585	CVCL_5033	0.3339
CVCL_8585	CVCL_A758	0.3367
CVCL_8752	CVCL_1161	0.2895
CVCL_8752	CVCL_1701	0.2580
CVCL_8752	CVCL_1771	0.2569
CVCL_8752	CVCL_1792	0.2777
CVCL_8752	CVCL_2141	0.2746
CVCL_8752	CVCL_2143	0.2788
CVCL_8752	CVCL_2176	0.2004
CVCL_8752	CVCL_A667	0.1686
CVCL_8752	CVCL_A770	0.1779
CVCL_8752	CVCL_M599	0.2293
CVCL_8752	CVCL_VU81	0.2232
CVCL_8784	CVCL_0527	0.2177
CVCL_8784	CVCL_0600	0.2077
CVCL_8784	CVCL_1057	0.2162
CVCL_8784	CVCL_1133	0.1423
CVCL_8784	CVCL_1135	0.1975
CVCL_8784	CVCL_1303	0.2176
CVCL_8784	CVCL_1402	0.2230
CVCL_8784	CVCL_1403	0.2093
CVCL_8784	CVCL_1997	0.2123
CVCL_8784	CVCL_2075	0.2061
CVCL_8784	CVCL_6805	0.2021
CVCL_8787	CVCL_0318	0.2800
CVCL_8787	CVCL_0527	0.2864
CVCL_8787	CVCL_1036	0.3222
CVCL_8787	CVCL_1057	0.2593
CVCL_8787	CVCL_1059	0.3349
CVCL_8787	CVCL_1135	0.2854
CVCL_8787	CVCL_1402	0.3368
CVCL_8787	CVCL_1780	0.3247
CVCL_8787	CVCL_1997	0.2907
CVCL_8787	CVCL_2075	0.3340
CVCL_8787	CVCL_2765	0.3152
CVCL_8788	CVCL_1050	0.1923
CVCL_8788	CVCL_1555	0.2434
CVCL_8788	CVCL_1647	0.2382
CVCL_8788	CVCL_1721	0.1750
CVCL_8788	CVCL_2984	0.1795
CVCL_8788	CVCL_5953	0.2689
CVCL_8788	CVCL_5957	0.1487
CVCL_8788	CVCL_B076	0.2736
CVCL_8788	CVCL_V609	0.2221
CVCL_8788	CVCL_V610	0.1800
CVCL_8788	CVCL_V612	0.2540
CVCL_8792	CVCL_0014	0.2177
CVCL_8792	CVCL_1334	0.1945
CVCL_8792	CVCL_1625	0.2083
CVCL_8792	CVCL_1823	0.1978
CVCL_8792	CVCL_2030	0.2041
CVCL_8792	CVCL_2991	0.2135
CVCL_8792	CVCL_2992	0.1992
CVCL_8792	CVCL_2996	0.1941
CVCL_8792	CVCL_5209	0.1988
CVCL_8792	CVCL_5210	0.2268
CVCL_8792	CVCL_E332	0.1900
CVCL_8796	CVCL_0466	0.1145
CVCL_8796	CVCL_1280	0.1010
CVCL_8796	CVCL_1861	0.1226
CVCL_8796	CVCL_2096	0.1452
CVCL_8796	CVCL_2526	0.1402
CVCL_8796	CVCL_2541	0.1234
CVCL_8796	CVCL_2889	0.1304
CVCL_8796	CVCL_3526	0.1446
CVCL_8796	CVCL_8797	0.1278
CVCL_8796	CVCL_H614	0.1192
CVCL_8796	CVCL_H637	0.1109
CVCL_8797	CVCL_1088	0.1469
CVCL_8797	CVCL_1280	0.1219
CVCL_8797	CVCL_1319	0.1509
CVCL_8797	CVCL_1424	0.1457
CVCL_8797	CVCL_1861	0.1364
CVCL_8797	CVCL_1877	0.1435
CVCL_8797	CVCL_2889	0.1151
CVCL_8797	CVCL_3526	0.1358
CVCL_8797	CVCL_8796	0.1278
CVCL_8797	CVCL_H637	0.1438
CVCL_8797	CVCL_X504	0.1488
CVCL_8800	CVCL_0067	0.0989
CVCL_8800	CVCL_0539	0.0930
CVCL_8800	CVCL_0823	0.0949
CVCL_8800	CVCL_1179	0.0821
CVCL_8800	CVCL_1222	0.0948
CVCL_8800	CVCL_1861	0.0881
CVCL_8800	CVCL_1877	0.0872
CVCL_8800	CVCL_1881	0.0974
CVCL_8800	CVCL_2206	0.0994
CVCL_8800	CVCL_2526	0.0996
CVCL_8800	CVCL_3611	0.0920
CVCL_8876	CVCL_0205	0.5439
CVCL_8876	CVCL_0547	0.5078
CVCL_8876	CVCL_1132	0.5432
CVCL_8876	CVCL_1454	0.5379
CVCL_8876	CVCL_1479	0.5311
CVCL_8876	CVCL_1507	0.5045
CVCL_8876	CVCL_1536	0.5417
CVCL_8876	CVCL_1562	0.5210
CVCL_8876	CVCL_1569	0.4970
CVCL_8876	CVCL_2412	0.4762
CVCL_8876	CVCL_3612	0.5024
CVCL_8877	CVCL_0555	0.1079
CVCL_8877	CVCL_1382	0.1013
CVCL_8877	CVCL_1385	0.1010
CVCL_8877	CVCL_1386	0.0883
CVCL_8877	CVCL_1708	0.0799
CVCL_8877	CVCL_1980	0.0704
CVCL_8877	CVCL_2520	0.0925
